jaah	jaahh
olema	onn
vana	vana
Miina	Miina
nõuline	`nöuline
ning	ning
see	see
olema	onn
tema	teda
ässitama	ässittand
ka	kaa
veel	veel
taga	taga
nooh	noohh
ei	s
minema	lähe
keegi	kidagid
ära	ää
uks	uksed
panema	`pandi
kinni	`kinni
või	vöi
värav	väravad
panema	`pandi
kinni	`kinni
aga	äga
et	et
et	et
pruut	ruudid
ei	ep
saama	saa
nüüd	nüid
kodu	koeu
need	nee
minema	läksid
olema	olid
minema	läind
kenasti	kenasti
tuba	tuba
nüüd	nid
jooma	`jooma
nemad	naad
ootama	`ootsid
nüüd	nüid
meie	meid
siit	siit
küla	küla
poolt	polt
tulema	tulavad
aga	äga
meie	mee
tulema	tulime
jälle	jälle
siit	siit
Antsi	Antsilt
läbi	läbi
ning	ning
teine	teisest
värav	väravast
tulema	tulime
sisse	`sisse
ning	ning
hobune	obu
olema	oli
juba	juba
pool	poolest
saadik	saadik
kes	kis
hobune	obusel
pidama	pidi
e	e
ka	kaa
olema	olema
pruut	`pruuttide
hobune	obusel
pidama	pidi
ka	kaa
kinnas	`kindad
peal	pääl
ning	ning
kes	kess
hobune	obuse
päästma	`päästas
see	see
saama	sai
siis	siis
kinnas	`kindad
käsi	käde
nooh	noohh
tulema	tulavad
ära	ää
hobune	obu
rakmed	`rakmettest
lahti	`lahti
või	vöi
riist	`riistadest
siis	siis
olema	olid
hobune	obusel
riist	riistad
nüüd	nüid
olema	oo
rakmed	`rakmed
nii	nii
palju	palju
olema	on
vahe	vahet
siis	siis
jälle	jälle
kust	kust
teie	te
siia	`siija
saama	saitte
kust	kust
teie	te
siia	`siija
saama	saitte
noh	nohh
ju	joo
meie	mee
saama	`saime
tulema	tulime
värav	väravast
sisse	`sisse
aga	aga
nemad	nad
ei	ei
jääma	jäänd
rahule	rahu
üks	üks
olema	oli
siis	siss
või	vöi
olema	oli
nemad	neid
iga	iga
aken	`akna
peal	pääl
vaht	vahis
et	et
pruut	pruudid
ei	ep
saama	saa
siis	s
sisse	`sisse
tulema	`tulla
siis	siis
üks	üks
üks	üks
ketrama	kedras
teine	teine
sonkima	`sonkkis
siis	siss
see	see
see	see
olema	oli
siis	siiss
see	se
sedasi	sedasi
see	see
pidama	pidi
siis	siiss
see	se
noor	noor
naine	naine
pidama	pidi
siis	siis
sedasi	sedasi
nii	nii
kiire	kiire
tööline	`töölene
olema	olema
kui	kui
see	se
sedasi	sedasi
need	ne
kodune	koeused
sedasi	sedasi
vastu	`vastu
võtma	`vöttas
jälle	`jälle
siis	siss
sedasi	sedasi
üks	üks
andma	`andas
vokk	okkile
vits	`vitstega
pihta	`pihta
et	et
et	et
see	see
pidama	pidi
nobedasti	nobest
käima	`käima
no	no
mis	miss
vokk	okk
vits	vitsast
teadma	tääb
siis	siss
no	no
mitte	`mette
mingi	`miigit
sugune	sugust
aga	äga
see	see
olema	oli
see	se
vigur	vigur
nooh	noohh
e	e
olema	oli
siis	siss
paargu	`paargas
keetma	keedetti
supp	`suppi
katel	`katla
sang	`sangas
pidama	pidi
olema	olema
e	e
jälle	`jälle
kinnas	`kindad
see	see
olema	oli
siis	siss
pruut	pruut
ajama	`aetti
kerjama	`kerjama
kõige	keige
aus	`ausamas
põli	`pölves
ning	ning
nüüd	nüid
mina	maa
minema	lehe
küla	küla
uks	`uksi
kaudu	kadu
kerjama	`kerjama
mina	maa
ei	ss
käima	käi
ühti	`ühtid
kerjama	`kerjamas
meie	meittel
olema	oli
oma	omal
vill	`villu
rohkem	`rohkem
siis	siis
mina	maa
täitma	`täitsi
ikka	`ikka
need	ne
kohus	kohused
ära	ää
puha	puhas
mis	mis
seal	säl
mis	miss
nemad	nad
nõudma	`nöutsid
need	nee
vana	vanad
aga	aga
mina	mool
mina	mool
ei	es
olema	ole
mitte	`mette
vakk	`vakka
siis	siis
siis	siis
olema	oli
siis	siis
olema	oli
juba	juba
see	see
see	se
olema	li
aeg	aeg
olema	oli
see	see
no	no
vakk	vakkaga
see	see
olema	oli
ju	ju
siis	sis
noh	nohh
suur	sure
korv	korviga
viima	`viidi
need	ne
asi	asjad
laev	laava
peale	`pääle
ning	ning
siis	siis
siis	siis
vakk	vakk
laulma	`laultti
lahti	`lahti
aga	aga
see	see
see	seda
laul	`laulu
mina	ma
mõistma	möista
mitte	`mette
enam	änam
see	se
mina	maa
e	e
noorelt	noorelt
olema	oli
küll	küll
mina	moo
meel	`meeles
aga	äga
mõtlema	`mötle
inimene	inimene
nali	näljaga
puha	puhas
need	ne
laul	laulud
jah	jahh
mina	mina
ei	p
teadma	tää
mitte	`ette
see	sest
laul	laulust
mitte	`mette
mingi+sugune	`miigit+sugust
aga	äga
see	see
olema	oli
ju	ju
siis	siss
siis	siis
see	see
olema	oli
sedasi	sedassi
et	et
et	et
sina	sina
pidama	pidid
aga	äga
siis	siss
kõik	keige
kõik	keige
pere	perele
ning	ning
oma	oma
pere	perele
sina	sa
pidama	pidid
seal	sääl
olema	olid
kinnas	`kindad
sukk	sukkad
pael	pailad
iga+üks	iga+ühele
olema	oliks
Palsu	Palsul
vähe	vähe
siis	siss
nemad	neid
olema	li
viis	viis
tütar	tüdart
olema	oli
nooh	noohh
siis	siis
mina	maa
olema	oli
ju	jo
see	se
tont	ton't
et	et
need	need
tütar	`tütred
ei	ess
saama	saa
mees	mehele
mina	maa
ütlema	`itsi
saama	saand
enne	ennem
ära	ää
need	nee
olema	olid
mina	moost
vana	vanamad
puha	puhas
saama	saand
enne	ennem
ära	ää
mis	miss
siis	siss
seal	sääl
olema	onn
mh	mhh
see	seda
ootama	`ootsitte
et	et
mina	maa
hakkama	akka
teotama	`teuttama
siis	s
teie	teid
noo	noo
siis	siis
üks+kord	ühe+gorra
mina	maa
olema	oli
jälle	`jälle
tulema	tulid
kirik	kirgult
ära	ää
mina	maa
olema	oli
rase	`raske
inimene	inimene
e	e
siis	siis
ema	ema
ütlema	`itleb
las	lass
tema	ta
magama	magab
peale	`pääle
et	et
jälle	`jälle
tema	taa
olema	oli
täna	täna
üksi	üksi
kodu	kodu
loom	`loomadega
siis	siis
jälle	`jälle
tema	taa
tahtma	tahab
magama	magad
mina	maa
olema	oli
ülal	ülal
ning	ning
mina	maa
norskama	`noorskasi
nii	nii
kangesti	`kangest
siis	siiss
Roosta	Roosta
Anne	Anne
Mihkel	`Mihkel
tulema	tuli
Juula	Juula
Juula	Juula
tulema	tuli
jõul+püha	jöulu+bühi
meie	meittele
vana	vana
Miina	Miina
ütlema	`itleb
nooh	noohh
jälle	`jälle
võtma	vötta
Juula	Juula
ära	ää
sina	saa
saama	saad
tubli	tubli
naine	naise
no	no
mina	maa
nägema	nää
et	et
teie	teittel
ikka	`ikka
oma	omal
ka	kaa
tarvis	taarist
olema	onn
see	seda
suur	suure
pere	pere
söömine	`söömist
et	et
mis	miss
mina	ma
siis	ss
mina	mool
olema	onn
kaks	kaks
pann+täis	panni+däit
või	vöid
ning	ning
mina	mool
olema	onn
kõik	keik
asi	asjad
varuma	varuttud
aga	äga
umbes	`umbest
võtma	vötta
aga	aga
ära	ää
noo	noo
mina	maa
kuulma	`kuultsi
see	se
jutt	juttu
nii	nii
kenasti	kenast
läbi	läbi
et	et
vana	vana
seisma	`seisas
nii	nii
kangesti	`kangest
peale	`pääle
et	et
Juula	Juula
pidama	pidi
võtma	`vööttud
saama	`saama
Juula	Juula
olema	oli
mina	mool
kõrvaline	körvatseks
ning	ning
Roosta	Roosta
Anne	Anne
Mihkel	`Mihkel
olema	oli
siis	siss
kannu+poiss	kannu+boisiks
noh	nohh
nõnda	nöndat
olema	olid
siis	siss
no	no
jälle	jälle
selle+pärast	selle+bärast
siis	siiss
pidama	pidi
ära	ää
võtma	`vötma
nooh	noohh
hea	ää
küll	küll
mina	maa
hakkama	akka
siis	siis
aga	äga
aga	aga
see	see
mina	ma
valetama	valetlesi
mina	ma
ei	ss
rääkima	räägi
tõde	tött
mina	maa
kuulma	`kuultsi
puha	puhas
see	see
kosi+jutt	kosja+juttu
ära	ää
et	et
vägisi	vägisi
ajama	`aetti
kael	`kaela
no	no
siis	siis
mina	maa
rääkima	räägi
et	et
mina	maa
nägema	nägi
täna	täna
öösel	`öösse
uni	unes
et	et
suur	suur
hunt	un't
tulema	tuli
e	e
Tooma	`Tooma
niit	`niittist
ning	ning
Roosta	Roosta
Anne	Anne
tuhlis+maa	tuhlis+ma
peal	pääl
saama	sai
üks	ühe
valge	`valge
lammas	`lamba
kätte	käde
ning	ning
murdma	`murdas
see	see
sinna	`sönna
ära	ää
vaatama	vada
hunt	undi
murdmine	`murdmine
pidama	pidi
olema	olema
kosilane	kosilane
et	et
see	see
siis	siiss
noo	noo
et	et
see	see
jälle	`jälle
murdma	`murdas
ära	ää
ning	ning
e	e
siis	siis
olema	oli
suur	sur
heina+koorem	eina+koorm
ning	ning
see	see
viima	`viidi
Roosta	Roosta
Anne	Anne
õu	`öuwe
ning	ning
siis	siis
ema	ema
e	e
kiitma	`kiittas
siis	siss
kihlus	`kihtluste
aeg	`aega
jah	jahh
Miina	Miina
nägema	näät
sina	sa
kas	kas
ei	ess
olema	ole
ka	kaa
see	see
see	see
pidama	pidi
sedasi	sedasi
olema	olema
Miina	Miina
olema	oli
uni	unes
nägema	näind
aga	äga
mina	maa
valetama	valetesi
oma	omast
pea	pääst
mina	maa
olema	pole
nägema	näind
mingi+sugune	`miigit+sugust
nägema	näät
sina	sa
kas	kas
ei	ess
olema	ole
tõsi	tösi
nüüd	nüid
hunt	un't
murdma	`murdas
ära	ää
sooh	soohh
Juula	Juula
ei	s
kannatama	kannada
e	e
minema	läksid
tüli	tülise
kohe	kohe
ning	ning
siis	siiss
jälle	`jälle
tema	taa
siis	ss
kui	kui
Mihkel	`Mihkel
meie	meittele
tulema	tuli
siis	siis
jah	jahh
sina	saa
otsima	otsid
noor	nooremid
sina	saa
sina	saa
ei	p
tahtma	taha
mina	`mooga
rahul	rahul
olema	`olla
siis	siiss
e	e
siis	sis
Mihkel	`Mihkel
ütlema	`itles
sedasi	sedasi
et	et
nüüd	nüid
tema	ta
vihane	vihane
nii	nii
kaua	kauwa
noh	nohh
jõul	jöulust
vihane	vihane
nii	nii
kaua	kauwa
kui	kut
näärid+päev	`nääri+bäni
mina	maa
tulema	tule
näärid+päev	`nääri+bä
jälle	`jälle
teie	teittele
siis	siis
käima	käisid
noor	noored
käima	käisid
siis	siis
koos	koos
need	nee
pidama	pidid
siis	siis
a	a
tema	taa
isand	isandad
puha	puhas
olema	olema
tema	teda
ei	p
sallima	sallitta
siis	siiss
nooh	noohh
e	e
kui	kui
näärid+päev	`nääri+ba
mööda	`mööda
minema	läind
siis	siis
mina	ma
tulema	tule
kolm+kuningas+päev	kolme+gunninga+bä
jälle	`jälle
siis	siis
Juula	Juula
viha	viha
kerkima	`kerkkib
ikka	`ikka
kaugemale	`kaugemale
siis	siis
tema	ta
ei	b
jutustama	juttusta
mina	moga
siis	siss
võtma	`vöttand
kätte	käde
minema	läind
siis	siis
kodunt	kodunt
ära	ää
minema	läind
Suure+maa	Suure+ma
Tiina	Tiina
juurde	`juure
ning	ning
tema	taa
minema	läheb
pooma	poob
ära	ää
nooh	noohh
no	no
minema	mine
pooma	poo
siis	siis
ära	ää
aga	aga
hakkama	`akkand
arvama	`arvama
jälle	`jälle
et	et
kui	kui
tema	ta
nüüd	nd
siuke	sehandse
tükk	tükki
läbi	läbi
tegema	tegi
nii	nii
kangesti	`kangest
suitsetama	suitsettas
lumi	lund
ning	ning
siis	siiss
hakkama	`akkand
otsima	`otsima
kõik	keik
koht	kohad
nemad	nad
otsima	`otsind
läbi	läbi
olema	pole
miski	midad
jälle	`jälle
vana	vana
Maris	Maris
Mihkel	`Mihkli
ema	ema
tulema	tuli
meie	meitteld
kuulma	`kuulma
ei	äi
Miina	Miina
rääkima	räägi
tõde	tött
et	et
olema	onn
olema	onn
tema	ta
teie	teittel
mina	maa
ütlema	`itli
et	et
olema	pole
mitte	`mette
töö	töö
poolest	poolest
meie	mee
ketrama	kedrame
täna	täna
noot	nooda
lõng	`löngu
meie	mee
olema	oleme
kõik	keik
tuba	toas
olema	pole
mitte	`mette
käima	käind
ning	ning
siis	siis
tulema	tulnd
ära	ää
istuma	`istund
tema	taa
olema	pole
see	seda
söömine	`söömist
sööma	söönd
mis	miss
jälle	`jälle
see	see
e	e
vana	vana
Maris	Maris
Mihkel	`Mihkli
ema	ema
keetma	`keettand
olema	onn
siis	siis
panema	`pandud
ise	ennast
keetma	`keetma
keetma	`käättand
sööma	sööma
hea	ääks
ise	ise
minema	läheb
nutma	`nuttades
ase	asemele
siis	siis
Mihkel	`Mihkel
taluma	talund
süli	süles
taluma	talund
jälle	jälle
rend	renni
juurde	`juure
siis	siss
et	et
et	et
hakkama	akka
sööma	`sööma
ise	ise
see	see
sina	su
oma	oma
keetma	keedettud
söömine	`söömine
olema	pole
miski	midagid
ikka	`ikka
karjuma	karjub
karjuma	karjub
karjuma	karjub
rend	renni
otsas	`otsas
ei	äi
sööma	söö
Mihkel	`Mihkel
ütlema	`itlend
mina	maa
tahtma	taha
vaatama	`vaatta
mina	maa
minema	lähe
Palsu	Palsule
koristama	koristage
tema	taa
silma+pilk	silma+pilk
mina	mo
silm	silma
alt	alt
ära	ää
mina	mool
nii	nii
kiire	`kiire
linn	linna
töö	töö
ning	ning
mina	ma
pidama	pea
teine	teist
päev	`pääva
hakkama	`akma
jälle	`jälle
aeg	`aega
viitma	`viitma
et	et
mina	maa
minema	lähe
Palsu	Palsule
ning	ning
koristama	koristage
tema	ta
ära	ää
et	et
mina	maa
ei	p
tahtma	taha
tema	teda
mitte	`mette
teadma	tääda
saama	`saaja
et	et
siis	siss
Juula	Juula
kiskuma	`kiskund
kasukas	kasugu
ült	ült
ära	ää
ning	ning
siis	sis
panema	pand
käsi	kääd
sedasi	sedasi
kramp	`ramppi
ümber	`ümber
jalg	jala
ning	ning
siis	siiss
Mihkel	`Mihkel
vedama	vädand
jalg	jalaga
järgi	`järge
et	et
noo	noo
tulema	tule
selts	`seltsis
kui	kui
sina	sa
tahtma	tahad
tulema	`tulla
siis	siis
vana	vana
Maris	Maris
hakkama	`akkand
ütlema	`itlema
et	et
nii	nii
külm	külm
ka	kaa
et	et
et	et
andma	anna
sina	saa
alla	ala
see	see
olema	oo
nägema	näha
et	et
tema	taa
ikka	`ikka
nii	nii
kange	`kange
et	et
tema	taa
ei	b
andma	anna
alla	ala
andma	anna
alla	ala
ning	ning
tulema	tulge
ära	ää
ehk	ehk
pöörama	pöörab
nüüd	nüid
see	sellest
kööringas	kööringast
ning	ning
siis	siis
tema	ta
ei	ss
minema	lähe
mitte	`mette
enam	änam
siis	siss
ära	ää
ning	ning
ning	ning
see	see
olema	oli
siis	siis
mina	moo
teotus	`teudis
et	et
mina	maa
olema	ole
ära	ää
teotama	`teuttand
et	et
mina	moo
isa	isa
ütlema	`itlend
et	et
e	e
Miina	Miina
saama	said
oma	omale
tubli	tubli
mees	mehe
ning	ning
Viia	Viija
mina	moo
õde	öde
saama	saab
nüüd	nüid
Roosta	Roosta
Anne	Anne
Mihkel	`Mihklile
ning	ning
see	see
saama	saab
nüüd	nüid
ka	kaa
oma	omale
tubli	tubli
mees	mehe
sedasi	sedasi
siis	sis
nemad	naad
tegema	tegid
oma	oma
pea	pääst
see	se
jutt	juttu
mina	moo
isa	isa
ütlema	`itles
olema	pole
sedasi	sedasi
aga	äga
isa	isa
loll	lollist
pea	pääst
käskima	`käskis
tulema	`tulla
isa	isa
ütlema	`itles
ka	kaa
mina	`moole
et	et
nooh	noohh
jälle	jälle
sina	sool
pulm	`puuma
koht	koht
käes	kää
sina	sool
olema	pole
sulane	`suilaseks
käima	`käija
minema	mine
peale	`pääle
mina	maa
ütlema	`itsi
m	m
arvama	`arvad
sina	saa
mina	mind
kartma	`kartvad
sulane	`suilaseks
käima	`käija
iga+üks	iga+ühel
oma	oma
õnn	önn
mina	ma
ei	ss
olema	ole
isu	isus
tulema	tulemas
ühti	`ühtid
aga	äga
mis	miss
sina	sa
siis	ss
tegema	teed
vana	vana
Mihkel	`Mihkel
hakkama	`akkas
nõnda	nönda
ikka	`ikka
ütlema	`itlema
jah	jahh
et	et
minema	mine
aga	aga
pulm	pulma
aegu	`aega
hakkama	`aksid
jonnima	`jönnima
ning	ning
hakkama	`aksid
jonnima	`jönnima
ning	ning
nii	nii
kaua	kauwa
kui	kut
surema	surid
jonnima	`jönnisid
mina	`mooga
aga	äga
nägema	näät
sina	sa
mina	maa
elama	elasi
ikka	`ikka
see	seda
mina	maa
olema	pole
mõtlema	`mötlend
et	et
mina	ma
ära	ää
minema	lähe
mina	maa
ütlema	`itlesi
oma	oma
rist	rist
kus	koes
sina	sa
see	see
panema	paned
kandma	kanna
aga	aga
peale	`pääle
ei	äi
minema	lähe
jah	jahh
mitte	`mette
küla	külast
otsima	`otsima
korter	`kortri
koht	`kohta
mis	miss
sina	sa
tegema	teed
huvitav	uvittavad
jah	jahh
minema	läks
noot	noodale
ning	ning
tema	taa
saama	sai
ikka	`ikka
kala	kala
noo	noo
ega	ega
siis	siis
teine	teised
jälle	`jälle
püüdma	`püidvad
kõrval	`körvas
ning	ning
ei	äi
saama	saa
ei	äi
saama	saa
noh	nohh
ei	ess
mõistma	möista
jälle	`jälle
mere+püüs	mere+`püisid
kord	`korda
panema	`panna
kenasti	kenasti
vaatama	vaada
need	nee
pidama	pidavad
ikka	`ikka
nõnda	nönda
kord	korras
olema	olema
siis	siis
ütlema	`itlevad
vana	vana
Peeter	`Peetril
koolja	`koolja
hammas	ammas
tasku	`taskus
olema	onn
tema	taa
ütlema	`itlend
teie	tee
käima	käitte
haud	aaval
tapma	`tapke
puha	puhas
suu	suust
ära	ää
panema	pange
kõik	käik
tasku	tasud
hammas	`ambud
täis	täis
mina	minu
tasku	`taskus
olema	pole
miski	midagid
küll	küll
aga	äga
kui	kui
teie	te
arvama	`arvatte
et	et
mina	mool
koolja	`koolja
hammas	ammas
tasku	`taskus
olema	onn
siis	siss
ise	ise
käima	käitte
paiguline	paigulist
haud	aaval
nemad	neid
ju	ju
hammas	ammastege
surema	sureb
küll	küll
lõhkuma	`luhkuge
puha	puhas
ära	ää
panema	pange
kõik	keik
tasku	tasud
hammas	`ambud
täis	täis
siis	siiss
saama	saatte
ka	kaa
kala	kala
aga	äga
vana	vanal
ei	es
olema	ole
kunst	`kuntsi
või	vöi
mitte	`mette
miski	midad
aga	äga
mõistma	möista
noot	`nootta
kord	`korda
panema	`panna
see	see
olema	oli
see	se
viga	viga
siis	siss
et	et
kala	kala
ei	ss
sina	sa
kõrvuti	körutti
püüdma	`püidvad
nägema	näät
sina	sa
teine	teise
noot	`noottas
kala	kalad
teine	teise
vana	vana
tulema	tuleb
ära	ää
noot	noodad
täis	täis
minema	`lähtvad
uuesti	uuwesti
hakkama	`akvad
jälle	`jälle
püüdma	`püidma
teine	teised
ei	ep
saama	saa
siin	sii
jälle	`jälle
küla+mees	küla+mehed
olema	olid
ning	ning
neli	neli
liik	`liikki
olema	oli
noh	nohh
mis	miss
viga	viga
see	see
olema	onn
Palsu	Palsu
vana	vana
olema	onn
kunst	kun'ts
kunst	kun'ts
jah	jahh
tema	taa
olema	onn
kunst	kun'ts
aga	äga
mis	miss
siis	siss
viga	viga
olema	onn
ajama	aige
tasku	tasud
täis	täis
koolja	`koolja
hammas	`ambud
mis	mis
see	se
üks	üks
hammas	ammas
noot+liik	nooda+liik
noot+liik	nooda+`liikkis
olema	oli
neli	neli
mees	meest
ning	ning
noh	nohh
see	see
üks	üks
tapma	`tappas
lumm	`lummi
kaks	kaks
tükk	`tükki
vedama	vädasid
jälle	`jälle
lumm	lummiga
jälle	`jälle
hirmutama	irmudetti
siis	siis
et	et
kala	kalad
jälle	`jälle
kui	kui
nemad	naad
kimp	`kimppus
olema	onn
siis	siis
hakkama	`akvad
e	e
noot	`nootta
jooksma	`jooskma
see	see
olema	oli
siis	siis
jälle	`jälle
nooh	noohh
muidu	muidud
tema	taa
olema	oli
meie	meittel
vana	vana
olema	oli
ikka	`ikka
jälle	`jälle
see	see
laev	laeva
juhtija	`juhtija
ju	ju
siis	siss
tüür	tüiri
tüüri+mees	tüiri+mes
kes	kess
tüür	tüiri
peal	pääl
olema	oli
jälle	`jälle
ning	ning
kaks	kaks
tükk	`tükki
vedama	vädasid
siis	siis
noot	`nootta
ning	ning
üks	üks
lööma	löi
lumm	`lummi
suur	suur
pikk	pitk
vars	var'ss
olema	oli
taga	taga
ning	ning
suur	suur
puu	puu
puu	puu
jumakas	jumakkas
olema	oli
otsas	`otsas
kesk+paik	kesk+paik
olema	oli
õõnes	`ööne
siis	sis
see	sellega
põrutama	pörudetti
kala	kaladele
hirm	`irmu
siis	siis
nemad	nad
minema	läksid
jälle	`jälle
noot	`nootta
jaah	jaahh
see	see
olema	onn
see	see
olema	onn
tõsi+jutt	tösi+jutt
et	et
meie	meitte
vana	vana
püüdma	`püidas
võlu+kala	völu+kalu
Palsu	Palsu
vana	vanal
olema	onn
võlu+kala	völu+kalad
teine	teised
ei	ei
saama	saa
ega	äga
ei	s
mõistma	möista
jälle	`jälle
noot	`nootta
kord	`korda
panema	`panna
see	see
olema	oli
see	se
viga	viga
noo	noo
siis	sis
ajama	aisid
vana	vana
et	et
vana	vana
pidama	peaks
jälle	`jälle
vana	vana
olema	oli
kaval	kaval
ka	kaa
tulema	tulema
nemad	nendele
kui	kui
nemad	naad
pära	pära
tegema	tegid
noot	nooda
pära	pära
noot	nooda
noot	noot
olema	onn
ju	ju
laskma	`lasti
ümber+ringi	`ümber+`ringi
see	see
olema	oli
nõnda	nöndat
suur	sur
kaerja+aed	karja+aid
ning	ning
siis	siis
jälle	`jälle
e	e
pära	pära
sisse	`sisse
kala	kalad
minema	läksid
ju	ju
jaah	jaahh
jaah	jaahh
noh	nohh
pära	pära
valmis	`valmis
tegemine	tegemine
noh	nohh
vana	vana
ütlema	`itles
sedasi	sedasi
et	et
aga	äga
see	see
olema	pole
siis	siss
valmis	`valmis
tegemine	tegemise
süü	süi
aga	äga
jälle	`jälle
teie	teittel
olema	pole
kala+püük	kala+büigi
õnn	`önne
vana	vana
ei	s
minema	lähe
tegema	tegema
ühti	`ühtid
see	se
pära	pära
valmis	`valmis
tegema	tegema
pära	pära
tegu	tegu
olema	oli
kuidas	kuidas
sina	sa
jälle	`jälle
noh	nohh
noh	nohh
äh	ähh
see	see
olema	oli
jah	jahh
mees	mehed
üksi	üksi
jaah	jaahh
üksi	üksi
oh	ohh
helde	`elde
Jeesus	`Jeesus
puru+väsinud	puru+väsind
peo	püud
villis	`villis
e	e
kus	kuss
kus	kuss
seal	sääl
naiste+rahvas	naiste+rahvas
valmis	`valmis
saama	sai
seal	sääl
ei	es
saama	saa
mitte	`mette
ning	ning
kas	kas
siis	siis
sedasi	sedasi
siis	siis
nõnda	nönda
hobune	obused
olema	olid
märg	märjad
ees	iees
kui	kut
praegu	paers
olema	onn
praegu	paers
karjuma	karjuttasse
ka	kaa
minema	minnasse
hobune	obul
raske	`raske
töö	tööd
tegema	teha
hommik	oomikku
päev	pääva
tõusma	töustes
panema	`pandi
ning	ning
õhtu	`öhta
olema	oli
päike	`päikke
loojuma	`loojus
lõuna	`löuna
aeg	aeg
andma	`antti
siis	s
toit	`toittu
kord	korra
ning	ning
aga	äga
nüüd	nüid
olema	pole
miski	määd
nüüd	nüid
olema	onn
nii	nii
kerge	`kerge
panema	pane
jalg	jalg
põlv	pölve
peale	päle
meie	mee
minema	läksime
lammas	`lambud
pesema	pesemä
meri	mere
ääres	äres
pesema	`pesti
lammas	`lambad
viima	`viidi
meri	merese
lammas	`lambad
talutama	talusime
ükshaaval	üks+aaval
meri	merese
ning	ning
siis	siis
pesema	pesim
puhas	`puhtaks
saama	saand
lammas	`lambad
puhas	`puhtaks
pesema	`pestud
tulema	`tuldi
koju	koeu
laskma	`lasti
üks	ühe
päev	pääva
mets	`metsas
kuivama	`kuivada
see	sell
päev	pääval
teine	tõise
hommik	oomikku
hakkama	akketti
niitma	`niittama
niitma	niidetti
ära	ära
ning	ning
vill	villad
viima	`viidi
vabrik	vabrikku
laskma	`lasti
ära	ära
kraasima	`krassida
heie	`eideks
heie	`eide
rull	rullid
ning	ning
ise	ise
ketrama	`ketrasime
ära	ära
vokk	`okkidega
olema	pole
siis	siis
mitte	`mette
vabrik	vabrikkus
ketrama	kedrettud
kõik	keik
ise	ise
ning	ning
es	es
saama	saa
ka	kaa
vahel	vehel
es	es
saama	saa
ka	kaa
nii	nii
palju	palju
olema	oli
järje+kord	järje+gord
Pidula	Pidulas
olema	oli
et	et
saama	sai
nädal	nädali
kaks	kaks
ootama	`ootta
kaartsima	`kaartsime
ise	ise
segamini	segamini
ning	ning
pisine	pisiseks
tegema	tegime
ka	kaa
ning	ning
see	see
olema	oli
kena	kenam
lõng	löng
nii	nii
pehme	`pehme
kena	kena
lõng	löng
mis	mis
meie	me
ise	ise
kaartsima	`kaartsime
ning	ning
kangas	ka~ngast
kuduma	kudusime
ka	kaa
ikka	`ikka
lõim	`löimed
ketrama	`ketrasime
ise	ise
puha	puhas
kangas	`kangale
kude	kuded
ise	ise
ning	ning
kuduma	kudusime
ära	ää
ning	ning
viima	viisime
Suure+silla	Suure+süllale
seal	sääl
uhtuma	uhutti
ära	ära
värvima	värvitti
ära	ära
ning	ning
pressima	ressitti
ära	ära
ning	ning
nii	nii
kena	kena
riie	riije
kärisema	kärises
võtma	`vöttas
pakk	`pakkust
kui	kui
sina	sa
lahti	`lahti
võtma	vöttid
ning	ning
tegema	`tehti
riie	`riidid
viima	`viidi
rätsep	`rätseppa
kätte	käde
olema	pole
siis	siis
poe+riie	poe+riijet
olema	olnd
üks+ki	ühegittel
noh	nohh
see	see
värvima	värvitti
Suure+silla	Suure+süllal
ära	ära
või	vöi
linn	`linnas
seal	sääl
Kahu	Kahul
või	vöi
nüüd	nüid
kus	koes
nüüd	nüid
värvima	värvittasse
ikka	`ikka
Suure+silla	Suure+süllal
seal	sääl
Kahu	Kahu
juures	`juures
seal	sääl
värvima	värvitti
ikka	`ikka
ikka	`ikka
lõng	lö~ngad
ära	ära
ning	ning
meie	mee
kuduma	kudusime
valgelt	`valgelt
valmis	`valmis
riie	`riide
viima	viisime
sinna	`sönna
värvima	`värvida
ning	ning
uhtuma	`uhtuda
ning	ning
seal	sääl
pressima	ressitti
ära	ära
aga	aga
kui	kui
meie	mee
tahtma	`tahtsime
sedasi	sedati
kampsun	`kampsuni
lõng	`löngu
ning	ning
nemad	neid
need	nee
meie	me
laskma	lassime
värvima	`värvida
viima	viisime
sinna	`sönna
ning	ning
laskma	lassime
seal	sääl
värvima	`värvida
kudumine	kudumine
kangas+puud	ka~ngas+pud
tooma	`toodi
siia	`seije
tuba	tuba
ning	ning
seerama	`seertti
üle	üle
ning	ning
neli	neli
niis	niit
panema	`pandi
sisse	`sisse
suga	suga
ka	kaa
ning	ning
hakkama	akkid
jalg	`jalgadega
peale	`pääle
korda+mööda	`korda+`mööda
sõtkuma	`sökkuma
saama	saand
üks	ühe
niis	niije
ära	ää
sõtkuma	`sökkuda
jälle	`jälle
viskama	visetti
ui+koda	ui+koda
läbi	läbi
ning	ning
tõmbama	tömmetti
niis	niijed
ära	ää
ning	ning
jälle	`jälle
viskama	visetti
läbi	läbi
sedasi	sedasi
neli	nelja
niis	niijega
see	see
olema	oli
üsna	üsna
lust	lus't
see	see
kudumine	kudumine
see	see
es	s
olema	sole
miski	medagid
kes	kess
harjuma	`arjund
olema	oli
kui	kui
pood	poe
lõim	löimettega
tegema	tegid
see	see
olema	oli
veel	veel
hea	param
see	see
siis	ss
see	see
kerkima	`kerkkis
nii	nii
