pahem+pidi	pahem+bidi
peal	pääl
tema	teda
ka	ka
toppama	toppatta
ei	äi
saama	saa
see+sama	see+samma
mis	mis
tema	ta
siis	siiss
sealt	säält
e	e
e	e
tagant	tagant
ja	ja
see	seda
e	e
tema	teda
tõukama	`töukkad
või	vöi
sundima	sunnid
või	vöi
see	see
olema	on
siis	siis
kõik	köik
ja	ja
ja	ja
puhas	puhos
aga	aga
muist	muist
siis	siis
pidama	pidid
veel	vel
ikka	`ikka
pidama	pidama
et	et
vada	vada
ohi	ohjad
ka	kaa
vada	vada
ohi	ohjaga
olema	on
ikka	`ikka
hea	hea
kerge	`kerge
olema	oleks
pöörama	`pöörda
olema	olevad
ja	ja
kõik	köik
jah	jahh
aga	aga
siis	siiss
härg	härg
tema	tema
olema	on
seda+viisi	seda+visi
ütlema	`ütled
et	et
minema	lähed
vagu	vau
ots	`otsa
ütlema	`ütled
et	et
pöörama	pööra
seal	sääl
olema	pole
keegi	kedad
pöörama	pöörab
kohe	kohe
ja	ja
tema	ta
olema	on
nii	nii
kui	kui
et	et
juba	juba
tema	ta
harjuma	`harjuks
see	sellega
jah	jahh
seda+viisi	seda+visi
see	see
asi	asi
käima	käib
jah	jahh
ikka	`ikke
ikka	`ikke
iga	iga
mees	mihel
o	o
olema	oo
oma	oma
nimi	nimi
et	et
see	see
vada	vada
kus	kus
tema	tema
tundma	tunneb
oma	oma
väga	väga
hästi	`heasti
oma	oma
nimi	nime
jah	jahh
nii	nii
kui	kui
lehm	lehm
ja	ja
kõik	köik
nii+sugune	nii+sused
loom	loomad
jah	jahh
jah	jahh
saama	sai
küll	küll
aga	aga
siis	siis
muidugi	muidud
talvel	`talve
libe	libeda
ajal	aeal
nüüd	nüid
ei	äi
saama	saan
tema	tema
tema	temaga
nii	nii
kui	kui
ütlema	`ütleme
siis	sii
mõis	`möisade
sees	sees
ja	ja
vedama	vidasid
nii	ni
kui	kut
sügisene	sügisesel
aeg	aeal
need	nee
suur	suured
üsna	üsna
suur	suured
tugev	tugevad
vilja+koorem	`vilja+`koormad
vahest	vahest
kas	kas
olema	on
tonn	tonn
peal	peal
no	no
mõis	`möisa
härg	härjad
olema	olid
ikka	`ikka
suur	suuremad
ka	kaa
ja	ja
tugev	tugevamad
ja	ja
hea	hea
küll	küll
no	no
mis	mis
e	e
kuidas	kuidas
see	see
esiteks	eesteks
nüüd	nüid
pealt	päält
hakkama	`hakkas
jah	jahh
tema	ta
õpetaja	öppettaea
Sengbusch	`Sänkpuss
jah	jahh
jah	jahh
õpetaja	öppettaea
Sengbusch	`Sänkpusil
olema	on
vanasti	vanast
olema	oln
jah	jahh
pull	pull
olema	oln
jah	jahh
ja	ja
siis	siiss
noh	nohh
see	see
olema	oln
na	na
tige	tigedad
vöittu	`vöittu
panema	paneme
siis	siiss
nii+moodi	nii+`moodi
jah	jahh
jaa	jaa
jah	jahh
noh	nohh
ja	ja
siis	siiss
mitu	mittu
kord	`korda
ikka	`ikka
e	e
tahtma	`tahtn
see	seda
pull	`pulli
ära	ära
lõpetama	löppetta
ja	ja
siis	siis
olema	on
kutsuma	`kutsunu
oma	omal
tapja	`tapjad
tapja	`tapjad
koht	koha
peale	pele
ikka	`ikka
jah	jaahh
ja	ja
jälle	`jälle
olema	on
tulema	tuln
nii+moodi	nii+`moodi
vana	vana
ütlema	`ütlen
et	et
ei	äi
et	et
täna	täna
jääma	jääb
järele	järele
et	et
maa	maa
olema	olen
pull	pullile
andeks	`andeks
andma	annun
et	et
ei	äi
olema	ole
siis	siis
e	e
siis	siis
pull	`pulli
ei	ei
maksma	maksa
ära	ära
tapma	`tappa
et	et
pull	pull
jääma	jääb
elu	eluse
jah	jahh
ja	ja
siis	siis
üks+kord	üks+kord
kui	kui
mees	mehed
olema	olid
jälle	`jälle
e	e
jälle	`jälle
olema	`ollid
mees	mehed
koht	kohale
kutsuma	kuttsut
ja	ja
sedasi	sedasi
mitu	mittu
kord	kord
olema	`ollid
käima	käin
kord	`kordan
ikka	`ikka
nii+moodi	nii+`moodi
jah	jahh
aga	aga
siis	siis
üks+kord	üks+kord
kui	kui
mees	mehed
olema	olid
tulema	tuln
ja	ja
ütlema	`ütlen
et	et
katsuma	katsume
nüüd	nüid
nii	nii
nii	nii
ruttu	`ruttu
tegema	teha
kui	kui
meie	me
vähegi	vähegi
võima	vöime
et	et
jah	jahh
ja	ja
siis	siis
ei	äi
olema	ole
ka	ka
pikk	`pikka
aeg	`aega
olema	oln
vana	vana
olema	oln
kohe	kohe
kohal	kohjal
aga	aga
siis	siis
pull	pullil
veri	veri
jooksma	jooksn
veel	veel
jaa	jaa
ja	ja
vana	vana
olema	`olli
ütlema	`ütlen
et	et
ei	äi
olema	ole
tarvis	`tarvis
ära	ära
tapma	`tappa
et	et
pull	pullil
et	et
maa	maa
olema	olen
pull	pullil
andeks	`andeks
andma	annun
ja	ja
seda+viisi	seda+visi
mitu	mittu
kord	`korda
olema	oln
ikka	`ikka
et	et
andma	annun
ikka	`ikka
pull	pullil
andeks	`andeks
jälle	`jälle
ja	ja
siis	siiss
pull	pull
olema	`olla
ära	ära
tapma	tappet
ja	ja
siis	siis
olema	oli
ütlema	`ütlen
nii+moodi	nii+`moodi
et	et
noh	nohh
et	et
elu	elus
ei	ei
pidama	pea
enam	änam
mitte	`mitte
nii+sugune	nii+sust
e	e
juhtumine	`juhtumist
võima	`vöima
olema	`olla
et	et
jälle	jälle
sedasi	sedasi
need	nee
et	et
see	see
see	see
et	et
no	no
nii	nii
ruttu	`ruttu
saama	saab
ära	ära
kui	kui
tema	tema
uus	uuwe
jälle	`jälle
kasvatama	kasvattab
jah	jahh
et	et
siis	siis
elu	elus
mitte	`mitte
enam	änam
nii	nii
ruttu	`ruttu
ei	äi
saama	saa
ära	ära
tapma	tappet
nii+sugune	nöukkest
asi	`asja
et	et
nii	ni
nii+sugune	nii+sugust
asi	`asja
enam	änam
ette	`ette
ei	ei
saama	saa
võtma	`vööttut
et	et
tema	ta
pull	pulli
nii+moodi	nii+`moodi
nii	nii
ruttu	`ruttu
ära	ära
tapma	tappab
jah	jahh
ja	ja
seda+viisi	seda+visi
siis	siis
olema	oln
mitu	müttu
kord	kord
ja	ja
siis	siis
olema	oln
üks+kord	üks+kord
kui	kui
tema	ta
leeri+laps	`leeri+`lastega
olema	`olli
olema	oln
jälle	`jälle
ja	ja
siis	siis
vana	vanal
olema	oln
suur	suur
pilbas	pilbas
siis	siiss
laskma	lasn
siit	siit
oma	omal
siis	sii
siis	sii
selg	selja
pealt	päält
saagima	`saagin
siis	sii
edasi	edasi
tagasi	tagasi
edasi	edasi
tagasi	tagasi
ikka	`ikka
ja	ja
no	noo
ja	ja
siis	siis
kes	kis
jälle	`jälle
see	seda
naerma	`naernu
olema	onn
kui	kui
juba	juba
vana	vana
nii+moodi	nii+`moodi
pilbas	`pilppaga
siis	sis
edasi	edasi
tagasi	tagasi
saagima	`saagin
seda+viisi	seda+visi
nä	nä
ja	ja
see	see
kutsuma	kutsut
kohe	kohe
püsti	`püsti
ja	ja
et	et
et	et
tema	ta
olema	pole
tohtima	`tohtin
et	et
nüüd	nüid
pidama	pidid
et	et
sina	sa
nüüd	nüid
naerma	`naerda
võima	vöisid
see	seda
et	et
jah	jahh
see	see
ja	ja
mina	mina
teadma	tea
olema	ons
see	see
kinni	`kinni
ka	kaa
veel	veel
jätma	`jäättud
kui	kui
leer	`leeri
või	vöi
kuidas	kuidas
see	see
olema	`olli
olema	`olli
pidama	pidan
olema	olema
kes	kis
olema	`olli
siis	siis
jah	jahh
vana	vanad
naerma	naern
kui	kui
vana	vana
olema	`olli
seda+viisi	seda+visi
saagima	`saagin
oma	oma
selg	selja
pealt	päält
siis	s
pilbas	`pilppaga
ja	ja
see	see
olema	`olli
arvama	arvatta
küll	küll
ega	äga
seal	säl
miski	midagi
olema	pole
saagima	`saagida
olema	oln
aga	aga
vada	vada
kus	kus
tema	tema
tegema	tegi
oma	oma
vigur	vigurid
ja	ja
vaatama	`vaattis
siis	sis
kuidas	kuidas
siis	sis
laps	lapsed
olema	onn
ja	ja
et	et
kes	kis
siis	siis
naerma	naerab
et	et
see	see
püsti	`püsti
ja	ja
kas	kass
või	vöi
jätma	jättab
kinni	`kinni
ka	kaa
veel	veel
leer	`leeri
kinni	`kinni
aga	aga
see	see
see	see
olema	`olli
vanasti	vanast
ka	kaa
mood	`moodis
muu	muud
keegi	kedad
kui	kui
minema	mine
teine	teine
kord	kord
jälle	`jälle
leer	`leeri
ja	ja
nii+moodi	nii+`moodi
see	see
see	see
juhtumine	`juhtumine
siis	siis
o	o
olema	oli
olema	oli
olema	oln
seal	sääl
jah	jaahh
noh	nohh
mina	ma
mõtlema	`mötlen
see	seda
et	et
kas	kas
tema	ta
e	e
kas	kas
üks	üks
tuhat	tuhat
kaheksa+sada	kaheksa+sada
seitse+kümmend	`seitsme+`gümne
seitse	`seitsmel
või	vöi
seitse+kümmend	`seitsme+`gümne
viies	viijendal
aasta	`aastal
või	vöi
ei	ei
teadma	tea
ütlema	üttelda
vada	vada
tema	ta
olema	on
kuus+kümmend	kuus+kümmend
üks	üks
sündima	`sündin
oot	oot
ootama	`ootta
meie	me
saama	saame
see	selle
arv	aru
saama	saame
pea+aegu	pea+`aegu
kätte	`kätte
ka	kaa
kuus+kümmend	kuus+kümmend
tuhat	tuhat
kaheksa	kahessa
e	e
kuus+kümmend	kuuwe+`gümne
kuues	kuuwendal
kuus+kümmend	kuus+kümmend
üks	üks
ja	ja
see	see
olema	on
siis	siiss
e	e
e	e
seitse+kümmend	seitse+gümmend
olema	on
kümme	kümme
aasta	`aastad
eks	eks
olema	ole
nää	nää
ja	ja
sealt	säält
võtma	vöttame
üks	üks
e	e
siis	siis
üks	üks
kuus	kuus
aasta	`aastad
veel	veel
jah	jahh
kuus	kuus
kümme	kümme
üks	üks
seitse+kümmend	`seitsme+`gümne
kuues	kuuwendal
seitse+kümmend	`seitsme+`gümne
kuues	kuuwendal
aasta	`aastal
ja	ja
siis	siiss
vana	vana
olema	`olli
see	sell
aeg	aeal
veel	veel
siis	siiss
kiriku+õpetaja	kirikku+öppettaea
näh	nähh
ja	ja
mina	ma
ei	i
teadma	tää
nüüd	nüid
kui	kui
kaua	kauwa
tema	ta
peale	`peale
see	selle
siis	sis
võima	vöis
olema	`olla
veel	veel
ja	ja
kui	kui
kaua	kauwa
tema	ta
peale	`peale
see	selle
kiriku+õpetaja	kirikku+öppettaea
olema	`olli
eks	eks
Kerema	Kerema
mees	mihed
ja	ja
nemad	nemad
teadma	teavad
nüüd	nüd
see	selle
pull	pulli
jant	jändist
küll	küll
ja	ja
aga	aga
see	see
pull	pulli
jant	jänt
ka	kaa
olema	pole
vale	vale
see	see
olema	on
ikka	`ikka
enam	änam
kurss	`kurssis
ka	kaa
jah	jaahh
vaatama	`vaatke
kus	kus
teie	te
kuidas	kuidas
teie	tee
jälle	`jälle
sealt	säld
Kerema	Keremalt
ja	ja
kuidas	kidast
teie	te
sealt	sääld
sealt	sääld
vana	vanemad
inimene	inimese
kätte	`kätte
saama	saade
ja	ja
kui	kui
teie	te
minema	lähette
siis	siis
küsima	küsige
et	et
kuidas	kuidas
Sengbusch	`Sänkpussi
pull	pulliga
lugu	lugu
olema	oli
jah	jaahh
vaatama	vaatta
need	need
seletama	selettavad
teie	teittele
ilusti	ilusti
ära	ära
veel	veel
kuidas	kuidas
see	see
see	see
pull	pulliga
olema	oln
olema	oli
jah	jahh
vatta	vatta
mina	mina
ei	i
teadma	tea
mitte	`mitte
eks	eks
nemad	nad
vist	vist
võib-olla	vöib+`olla
teadma	`teadvad
ka	kaa
ikka	`ikka
võib-olla	vöib+`olla
teadma	`teadvad
ka	kaa
jah	jahh
see	see
tema	ta
üks+kord	üks+kord
vana	vana
olema	oli
tulema	tuln
üks	üks
must	must
lehm	lehm
olema	oln
käsi	kääs
ja	ja
siis	siiss
saba	saba
olema	oln
vöö	vöö
vahel	vahel
jah	jaah
ja	ja
siis	siiss
mina	mina
teadma	tää
kes	kiss
mis+sugune	mis+sugune
mees	mees
seal	sääl
vastu	`vastu
tulema	tuln
siis	siiss
tema	tä
küsima	küsin
et	et
kus	kus
sina	sa
nüüd	nüd
see	selle
must	musta
lehm	lehmaga
ometi	ometti
minema	lähed
jah	jahh
see	seda
teadma	teab
kurat	kurat
ja	ja
must	must
lehm	lehm
ja	ja
ise	ise
laskma	lasn
edasi	edasi
jooksma	jooksn
nii	nii
palju	palju
kui	kui
jõudma	`jöudn
lehm	lehma
järele	järele
lehm	lehm
minema	läind
kargama	karattes
seal	säl
nii+moodi	nii+modi
kust	kuss
koht	`kohta
tema	ta
minema	läks
ju	ju
see	see
eks	eks
tema	tä
olema	oli
Sengbusch	`Sänkpussi
oma	oma
oma	oma
lehm	lehm
vada	vada
nemad	nendel
olema	oli
oma	omal
aeg	aeal
siis	siiss
mõis	`möisad
või	vöi
need	nee
seal	sääl
olema	oli
ütlema	`ütleme
ära	ära
üks	üks
üks	üks
mina	mina
ei	i
teadma	tea
kui	kui
suur	suur
see	see
Sengbusch	`Sänkpussi
mõis	möis
või	vöi
kui	kui
suur	suur
see	see
kirik	kirikku
mõis	möis
olema	`olli
mina	mina
ei	äi
teadma	tää
mitte	`mitte
eks	eks
nemad	nad
need	ne
Kerema	Keremal
inimene	inimesed
ja	ja
kes	kis
seal	säl
olema	on
eks	eks
need	need
teadma	`teadvad
täpselt	`täpselt
ja	ja
vada	vada
kui	kui
teie	te
Soondi	`Soondi
poole	pole
minema	lähette
küll	küll
need	need
mees	mihed
teie	teittele
võib-olla	vöib+`olla
seletama	selettavad
see	seda
asi	`asja
veel	veel
palju	palju
paremini	parem
kui	kui
nemad	nad
seal	säl
päris	päris
elanik	elanikkud
olema	on
siis	siis
nemad	nad
teadma	`teadvad
täpselt	`täpselt
see	seda
rääkima	`rääkkida
kuidas	kuidas
see	see
asi	asi
just	just
olema	onn
jah	jahh
nii+moodi	nii+`moodi
jah	jahh
need	need
asi	asjad
vana	vana
olema	oli
jah	jahh
nii+sugune	nii+sugust
sõit	`söittu
saama	saan
ja	ja
nemad	naad
võib-olla	vöib+`olla
teadma	`teadvad
palju	palju
rohkem	`rohkem
veel	veel
see	seda
see	sellest
asi	`asjadest
rääkima	`rääkkida
seal	seal
see	se
olema	ol
üks	üks
vana	vana
vana	vana
vigur	vigur
mees	mees
see	see
see	see
mees	mees
nhh	nhh
seda+moodi	seda+`moodi
see	see
asi	asi
jah	jahh
leeritama	leerittud
olema	on
seal	seal
Paps	`Papsis
Paps	`Papsis
käima	käisime
leer	`leeris
seal+samas	sääl+sammas
e	e
kus	kus
see	see
kus	kus
need	need
jälle	jälle
õpetaja	öppettaead
ja	ja
kus	kus
need	ned
elama	elasid
jah	jahh
seal+samas	sääl+sammas
Paps	Paps
olema	`olli
ütlema	`ütleme
ära	ära
nii+sugune	nii+sugune
e	e
see	see
kus	kus
tema	ta
elu+koht	elu+goht
seal	säl
olema	`olli
õpetaja	öppettaea
elu+koht	elu+goht
vada	vada
muidugi	muidud
see	see
e	e
seal	sääl
vist	vist
kasvama	`kasvasid
haab	haavad
ja	ja
nii+sugune	nii+sugused
puu	puud
ja	ja
siis	sis
olema	oll
see	see
ühtlasi	`ühtlasi
see	selle
nimi	nimi
ka	kaa
pappel	`paplid
või	vöi
kuidas	kuidas
see	se
olema	`olli
ja	ja
panema	paned
Paps	`Papsi
nimi	nimi
jah	jahh
nii+moodi	nii+moodi
jah	jahh
jah	jahh
Kerema	Kerem
mees	mes
kirik	kirikku
jaa	jaa
jah	jahh
vatta	vatta
vata	vata
nii+moodi	nii+`moodi
jah	jahh
need	nee
see	see
olema	`olli
ikka	`ikka
naerma	`naerid
ikka	`ikka
et	et
noh	nohh
tema	ta
kaugemalt	`kougemalt
inimene	inimesed
ja	ja
vada	vada
sina	sina
minema	lähed
siis	siis
ikka	`ikka
juba	juba
oma	oma
seadma	`säattud
päev	pääval
et	et
nii	nii
kui	kui
et	et
nii	nii
kui	kui
Kerema	Kerem
mees	mees
kirik	kirikku
et	et
Kerema	Kerem
mees	mihed
olema	oln
ikka	`ikka
kõige	köige
viimane	viimased
tulema	tulema
vada	vada
selle+pärast	selle+bärast
et	et
nemad	nad
nemad	`nendel
olema	oli
ligidal	ligidal
seal	sääl
ja	ja
jaa	jaa
jaa	jaa
nemad	naad
jälle	jälle
teine+kord	teine+gord
jääma	jäid
siis	siis
seda+moodi	seda+modi
hiljaks	`hiljaks
nii+moodi	nii+`moodi
votta	votta
mina	ma
see	seda
mina	ma
küll	küll
ei	ei
teadma	tea
aga	aga
see	see
suur	sur
Paes	Paes
või	vöi
mis	mis
olema	onn
Paes	Paes
olema	on
praegu	praelt
Suure+mõisa	Suure+`möisas
kus	kus
tema	ta
olema	onn
tema	taa
olema	on
jälle	jälle
seal	seal
e	e
sepp	seppaks
see	see
olema	on
ka	kaa
ikka	`ikka
miski	midad
üks	üks
ütlema	`ütleme
ära	ära
tema	ta
olema	on
kuus+kümmend	kuuwe+`gümne
viis	viije
seitse+kümmend	`seitsme+`gümne
vahel	vahel
mees	mees
ju	ju
see	see
ka	kaa
natuke	nattukke
miski	midagi
ikka	ikka
teadma	teab
see	see
hea	hea
jutu+mees	juttu+mees
ka	kaa
see	see
võima	vöib
olema	`olla
et	et
tema	ta
oskama	`oskab
üsna	üsna
hästi	`heasti
või	vöi
see	se
siis	siis
teadma	teab
hästi	`heasti
nemad	nende
asi	`asjadest
rääkima	`rääkkida
veel	veel
ja	ja
tema	ta
isa	isa
ja	ja
need	need
olema	on
ka	kaa
päris	päris
päris	päris
sealt	sealt
elanik	elanikkud
kohe	kohe
jah	jahh
nii+moodi	nii+`moodi
jah	jahh
vaatama	`vaatta
see	seda
meie	meije
ei	ei
võima	vöi
keegi	`keegi
teadma	`teada
ütlema	`ütlevad
seda+viisi	seda+visi
et	et
Suur	Suur
Suur	Suur
Tõll	Töll
olema	`olli
Saare+maa	Saare+malt
loopima	`looppin
need	ned
puha	puhas
sinna	`senna
et	et
tahtma	tahn
see	seda
kirik	kirik
olema	`olli
ehitama	ehittut
ja	ja
tahtma	tahn
see	seda
kirik	kirikku
torn	`torni
maha	maha
viskama	visatta
aga	aga
siis	siis
see	see
kivi	kivid
olema	olid
kõik	köik
sinna	`sänna
e	e
e	e
hunnik	unikkuse
jooksma	jooksn
või	vei
või	vei
vada	vada
see	seda
see	seda
meie	me
ei	i
teadma	tea
nüüd	nüid
teie	te
nägema	`näätte
küll	küll
need	need
olema	on
päris	päris
suur	suured
kivi	kivid
e	e
need	need
olema	on
ikka	`ikka
ikka	`ikka
siiski	`siiski
ikka	`ikka
mees	mihel
rinnutama	rinnuttanu
kuidas	kuis
kuidas	kuis
need	need
olema	on
ikka	`ikka
ka	ka
koht	koha
peale	päle
minema	läin
jah	jahh
vatta	vatta
see	seda
ei	ei
võima	vöi
keegi	`keegi
teadma	`teada
jah	jahh
võima	vöib
olema	`olla
et	et
sealt	sealt
mees	mihed
ehk	ähk
teadma	`teadvad
e	e
teie	teittel
rohkem	`rohkem
rääkima	`rääkkida
see	selle
kivi+hunnik	kivi+unikkust
jah	jahh
aga	aga
siis	siis
see	seda
mina	ma
kuulma	`kuulsi
jah	jahh
et	et
suur	suur
et	et
e	e
ka	ka
jälle	jälle
siis	siis
see	see
kirik	kirik
olema	on
ehitama	ehittut
ja	ja
Suur	Suur
Tõll	Töll
olema	on
Saare+maa	Saare+malt
olema	oln
siis	s
tema	ta
olema	oln
ja	ja
tahtma	tahn
Saare+maa	Saare+malt
see	seda
kirik	kirikkut
jälle	jälle
siis	siis
puruks	puruks
lõhkuma	`löhkuda
nemad	nende
kivi	kividega
et	et
olema	oli
olema	oli
viskama	`viskan
sealt	sealt
jälle	jälle
siis	sis
sinna	`sänna
kirik	kirikku
taha	taha
kus	kus
nemad	nad
seal	sääl
kõik	köik
hunnik	unigas
olema	on
jah	jahh
kirik	kirik
olema	`olli
vada	vada
kirik	kirik
jääma	jähi
terve	`terveks
see	see
kivi	kivid
jooksma	`jooksid
nii	nii
palju	palju
kõrvale	`körva
jaa	jaa
jaa	jaa
teie	te
võima	vöitte
kui	kui
teie	te
minema	lähette
auto	auttuga
võima	vöitte
käima	`käija
see	selle
kivi+hunnik	kivi+unigu
juures	juures
küll	küll
siis	siis
nägema	`näätte
ära	ära
mis+sugune	mis+sugust
kivi	kivid
et	et
need	ne
see	see
olema	onn
ikka	`ikka
rammu+mees	rammu+mees
pidama	pidan
olema	olema
kes	kis
nemad	nad
Saare+maa	Saare+malt
olema	on
ikka	`ikka
ütlema	`ütleme
ära	ära
et	et
siia	`siija
Hiiu+maa	Hiiju+male
viskama	`viskan
jah	jahh
näh	nähh
vada	vada
see	seda
mina	ma
see	sellest
mina	ma
ei	i
teadma	tea
mitte	`mitte
miski	midad
see	sellest
Pikka+kivi	Pikka+givist
rääkima	`rääkkida
jah	jahh
see	see
mina	mina
kuulma	`kuulin
nii+moodi	nii+`moodi
see	seda
e	e
kirik	kirikku
ehitus	ehittust
mina	mina
ei	ei
teadma	tää
kus	kus
koht	`kohta
see	see
teine	teine
koht	koht
olema	`olli
olema	oln
kus	kus
olema	`olli
tahtma	tahet
see	seda
kirik	kirikut
jälle	jälle
siis	siiss
e	e
tegema	teha
võib-olla	vöib+`olla
Kerema	Kerema
mees	mihed
ja	ja
Soondi	Soonidi
mees	mihed
teadma	`teadvad
teie	teittele
paremini	paremini
see	seda
asi	`asja
rääkima	`rääkkida
aga	aga
siis	siiss
olema	oli
nii+moodi	nii+`moodi
et	et
e	e
muist	muist
olema	olid
tahtma	tahn
just	just
sinna	`sänna
Püha+lepa	Püha+`leppa
või	vöi
sinna	`sänna
kus	kus
see	se
kirik	kirik
praegu	praegu
olema	onn
sinna	`sänna
jälle	jälle
siis	siiss
see	seda
see	seda
e	e
kirik	kirikkut
jälle	jälle
tegema	teha
jaa	jaa
jaa	jaa
siis	siis
olema	oli
nii+moodi	nii+`moodi
noh	nohh
kaks	kaks
mees	meest
olema	oln
seda+viisi	seda+visi
vastakuti	vastatti
teine	teine
tahtma	tahn
teine	`teise
koht	`kohta
jaa	jaa
jaa	jaa
teine	teine
mees	mees
siis	siiss
ütlema	`ütlen
nii+moodi	nii+`moodi
et	et
mina	ma
rakendama	rakkendan
härg	härjad
ike	igese
ja	ja
siis	siis
panema	paneme
need	need
puu	puud
peale	`peale
ja	ja
kus	kus
siis	siis
härg	härjad
minema	lähvad
et	et
sinna	`sinna
saama	saab
siis	siis
kirik	kirik
tegema	`tehtud
jaa	jaa
jaa	jaa
siis	siis
olema	oln
nii+moodi	nii+`moodi
ja	ja
see	see
mees	mees
võtma	vötn
kätte	`kätte
ja	ja
söötma	söötn
juba	juba
seal	seal
enne	ennemalt
härg	`härge
kõht	köhud
söötma	söötn
täis	täis
ja	ja
vada	vada
härg	härjad
minema	läksid
sinna	`sänna
sama	samasse
koht	`kohta
kus	kus
nemad	nad
enne	`enne
olema	olid
sööma	`süija
saama	said
ja	ja
minema	läksid
ikka	`ikka
sinna	`sönna
Püha+lepa	Pöhö+`löppe
jah	jahh
aga	aga
mina	ma
ei	i
teadma	tää
nüüd	nüid
jälle	`jälle
kus	kus
kust	kuss
see	see
teine	teine
koht	koht
nüüd	nid
olema	oll
see	seda
mina	ma
ei	i
teadma	tea
võib-olla	vöib+`olla
sealt	sealt
Soond	`Soondi
poolt	pold
mees	mihed
ja	ja
kui	kui
teie	te
sinna+poole	`sänna+bole
minema	lähette
need	need
teadma	`teadvad
sina	sul
seletama	seletta
et	et
kus	kus
see	se
teine	teine
koht	koht
olema	`olli
kus	kus
nemad	nad
see	seda
kirik	kirikkud
tahtma	`tahtsid
tegema	teha
jah	jaahh
päris	päris
õige	`öige
nii	nii
nii+moodi	nii+`moodi
jaa	jaa
ja	ja
siis	siiss
noh	nohh
härg	härjad
minema	läksid
palk	`palkkidega
sinna	`sänna
ja	ja
ega	äga
siis	siis
olema	pole
muu	muud
keegi	kedad
kui	kui
pidama	pidid
pidama	pidid
ikka	`ikka
sinna	`senna
kirik	kirikku
sinna	`sinna
tegema	tegema
jah	jahh
vatta	vatta
seal	sääl
vist	vist
olema	on
need	need
olema	on
e	e
Püha+lepa	Püha+leppa
vist	vist
olema	on
selle+pärast	selle+bärast
et	et
seal	sääl
olema	on
suur	suur
lepa+mets	leppa+mets
mis	mis
seal	sääl
olema	on
olema	oln
ja	ja
vada	vada
see	see
et	et
need	need
püha	pühad
lepp	leppad
ja	ja
e	e
muidugi	muidud
siis	siis
kirik	kerik
ka	kaa
ja	ja
vada	vada
need	ne
see	see
kirik	kerik
olema	on
ikka	`ikka
püha	püham
püha	püham
paik	paik
ikka	`ikka
jah	jahh
nii+moodi	nii+`moodi
see	see
asi	asi
jah	jahh
jah	jahh
vatta	vatta
nä	nä
e	e
see	seda
aeg	`aega
meie	meije
ei	ei
võima	vöi
teadma	tea
mis	mis
aeg	aead
olema	on
siis	siiss
olema	on
olema	oln
e	e
jah	jahh
ja	ja
siis	sii
ei	äi
olema	ole
kuigi	`kuigid
kaugel	`kaugel
kui	kui
meie	me
minema	lähme
siit	siit
Palade	Paladelt
minema	lähme
välja	`välja
ja	jaa
e	e
üks	üks
karja+maa	karja+ma
värav	värav
kus	kus
olema	on
ja	ja
kui	kui
meie	me
minema	lähme
e	e
sealt	sält
nägema	nääme
üks	`ühte
kivi	kivi
nii+moodi	nii+`moodi
olema	on
kus	kus
nii	nii
kui	kui
inimene	inimese
või	vei
või	vei
loom	looma
või	vei
ei	äi
teadma	tea
nii	nii
kui	kui
üks	üks
e	e
perse	`perse
ase	ase
või	vei
tagumik	tagumikku
ase	ase
jaa	jaa
ja	ja
siis	siiss
e	e
kaks	kaks
jälg	jälje
auk	`aukku
ka	kaa
veel	veel
jah	jahh
aga	aga
see	see
olema	on
nii	nii
kui	kui
need	need
e	e
kabi	kabja
moodi	`moodi
või	vöi
mis+moodi	mis+`moodi
nemad	nad
olema	onn
mina	ma
ei	i
saama	saa
praegu	praelt
nii	nii
täpselt	`täpselt
mina	ma
olema	pole
nii	nii
peenesti	`peenes
vaatama	vaatn
aga	aga
see	seda
mina	ma
olema	olen
vaatama	vaatn
jah	jahh
vatta	vatta
see	seda
meie	me
ei	ei
teadma	tea
mis	mis
aeg	aeg
siis	siis
võima	vöis
olema	`olla
et	et
need	nee
kivi	kivid
siis	siis
nii	nii
pehme	`pehmed
olema	`ollid
ja	ja
et	et
a	a
praegu	`praegu
olema	on
nii+sugune	nii+sugune
kõva	köva
või	vei
praegu	`praegu
olema	on
just	just
raud+kivi	raud+kivi
olema	on
ju	ju
nii	nii
kõva	köva
et	et
sinna	`senna
miski	midad
see	see
miski	midad
ei	äi
nõrkuma	nörgu
jah	jahh
vat	vat
ei	äi
teadma	tää
mis+sugune	mis+sugused
aeg	aead
siis	sis
see	sell
aeg	aeal
võima	vöisid
olema	`olla
jah	jahh
et	et
nemad	nad
siis	siis
nii	nii
pehme	`pehmed
olema	`ollid
et	et
need	ned
kivi	kivid
siis	siss
nii+moodi	nii+modi
nõrkuma	`nörkkusid
ja	ja
et	et
nemad	nad
e	e
võima	vöis
nemad	nende
e	e
peale	`peale
minema	`minna
ja	ja
siis	siis
nii+sugune	nii+sused
jälg	jäljed
sinna	`senna
järele	järele
jätma	`jätta
jah	jahh
nii+moodi	nii+`moodi
see	see
asi	asi
kiri	kiri
see	see
vist	vist
e	e
ilma+sõda	ilma+söea
ajal	aeal
või	vöi
kus	kus
need	need
kaks	kaks
jälle	jälle
sõdur	södurid
mis	mis
seal	säl
surma	`surma
saama	said
mina	mina
ei	äi
teadma	tää
ju	ju
nemad	nad
eks	eks
nemad	nad
teine	teised
vastakuti	vastatti
