trampima	`tramppist
Risti+välja	Risti+väljal
neh	nehh
mina	mina
mina	mina
mina	mina
olema	pole
need	neid
mitte	`mitte
mõistma	`muistend
kurrutama	kurrutta
aga	aga
meie	mei
vana+ema	vana+ema
kui	kui
see	see
sihuke	seun
suur	sur
kurd+laud	kurd+laud
kurru+laud	kurru+laud
pidama	pidi
olema	olema
olema	olnd
sedasi	sedasi
hakkama	`akkas
sedasi	sedas
sedasi	sedasi
need	neid
kurrutama	kurrudama
mina	mina
olema	pole
need	neid
mitte	`mitte
kurrutama	kurrudand
et	et
need	need
viimaks	`viimaks
sedasi	sedasi
jääma	jähid
jah	jahh
niiske	`niiske
olema	oli
jah	jahh
olema	olnd
ju	joo
tema	ta
muidugi	muidugid
ju	joo
tema	ta
muidugi	muidugid
kes	kess
siis	siss
see	seda
kurrutamine	kurrudamist
nägema	näind
olema	onn
väike	vähene
krae	krae
olema	oli
peal	peal
ja	ja
ja	ja
siin	sii
olema	olid
suur	sur
sõlg	sölugest
ees	ees
ja	ja
ja	ja
see	see
olema	oli
eest	eest
lahti	`lahti
siin	sii
olema	olid
suur	sur
sõlg	sölukkest
olema	olid
ees	ees
kolm	kolm
neli	neli
tükk	t`ükki
olema	oli
ikka	`ikka
sedasi	sedas
kuidas	kuidas
ka	kaa
iga+üks	iga+ühel
need	neid
olema	oli
olema	oli
need	nee
olema	olid
suur	surd
hõbedane	öbedast
või	vöi
sihuke	seun
hõbe	öbe
karv	`karva
ümmargune	ümmargused
jah	jahh
küit	küidul
käima	käisid
all	all
suur	sur
rõhk	röhud
siin	sii
perse	perse
peal	peal
suur	sur
need	neid
need	neid
ei	eij
olema+ki	olegid
need	nee
vist	vist
põlema	pölest
ära	ära
ju	joo
need	nee
meie	meil
ära	ära
põlema	pölend
olema	onn
olema	pole
need	neid
meie	meil
mitte	`mitte
olema	olnd
enam	enam
need	nee
olema	olid
siin	sii
küit	küidu
perse	perse
peal	pääl
suur	sur
suur	suur
vöö	vöö
olema	oli
kui	kui
sina	sa
minema	läksid
kõlladi	köllut
kõlladi	köllut
kõlladi	köllut
ju	joo
need	neid
ju	ju
laulu+pidu	laulu+pidudel
ju	ju
inimene	inimestel
küll	küll
kandma	`kandvad
litter	`litrid
olema	olid
all	all
veel	veel
ja	ja
mis	miss
kõlisema	kölisest
ka	ka
mina	maa
nägema	nägin
need	neid
aga	aga
mina	mool
oma	omal
küll	küll
olema	pole
olema	olnd
kui	kui
mina	ma
laps	laps
olema	oli
siis	siis
mina	ma
nägema	nägin
ikka	`ikka
veel	veel
vana	vanemattel
inimene	inimestel
kes	kess
nüüd	nüid
laulu+pidu	laulu+pidudel
käima	käib
praegu	`präägu
ju	juu
need	need
olema	olid
see+samuti	se+samasi
siit	siit
veere	veerded
olema	olid
otsas	`otsas
ja	ja
ja	ja
kurrutama	kurrudut
varrukas	varrukkas
ikka	ikka
varrukas	varrukkas
olema	oli
ikka	`ikka
ise	ise
ise	ise
ärani	ärani
panema	`pandud
hiidlane	`iidlestel
ei	ei
olema	jole
olema	olnd
ega	ega
siis	siss
suur	suure
maa	maa
inimene	inimestel
olema	onn
ja	ja
muhulane	muhulastel
ja	ja
ja+jah	ja+jah
valge	`valge
krae	krae
olema	oli
ja	ja
valge	`valged
varrukas	varrukka
ots	otsad
nii+samuti	nii+samutti
ka	ka
nüüd	nüid
panema	`panttakse
juba	juba
pits	pitsid
vahele	vahele
ja	ja
kes	kess
nüüd	nüid
enam	änam
need	neid
vana	vanu
kandma+ki	kannabkid
rätik	rättik
peas	peas
üsna	üsna
vanasti	vanasti
sihuke	seus
mis	miss
aeg	aegu
see	selle
seplik	`seplik
käima	käidi
mina	maa
seppel	seppel
siis	siss
olema	olid
pruut	pruut
võib+olla	vöib+`olla
et	et
see	see
mõni	möne
vana	vanal
veel	veel
võima	vöib
ehk	ähk
alles	alles
olema	`olla
kus	kuss
mina	mina
laud	`laudade
vahel	vahel
üks	ühe
Kassari	`Kasseride
pool	pool
üks	ühe
kord	korra
nägema	nägin
see	see
olema	onn
sedasi	sedasi
et	et
et	et
mina	mina
ei	i
teadma	tea
mis	miss
mis	miss
jaoks	jaoks
need	nee
olema	olid
et	et
mina	mina
selline	`seuseid
kinnas	`kindaid
mitte	`mitte
tegema	teind
ei	äij
ei	äi
need	neid
olema	onn
küll	küll
jah	jahh
see	see
kui	kui
mina	mina
ei	äi
teadma	tää
kas	kas
see	se
käsi	käsi
mina	minu
eest	eest
sõrm	sörmed
kartma	`kartvad
kõige	köige
rohkem	`rohkem
vist	vist
külm	`külma
mina	minu
sõrm	sörmed
aga	aga
aga	aga
jälle	jälle
kas	kas
siis	sis
mis	miss
asi	asja
jaoks	jaoks
need	nee
olema	onn
mina	mina
see	seda
ei	ei
teadma	tea
mis	miss
nüüd	nüid
mis	miss
ilma	ilma
sõrm	sörmetta
olema	onn
see	seda
mina	ma
ei	i
teadma	tea
need	nee
see	see
olema	on
laba+kinnas	laba+kinnas
see	see
olema	onn
laba+kinnas	laba+kinnas
see	see
kuduma	kueudaks
see	seda
viis	viit
ei	äi
see	sennel
olema	pole
mitte	`mitte
miski	midagid
see	see
olema	onn
nii	nii
lihtne	`lihtne
kuduma	kududa
et	et
see	see
see	see
olema	onn
sedasi	sedasi
et	et
ära	ära
see	seda
sama+moodi	sammas
kui	kui
kinnas	`kindal
ikka	`ikka
loodus	`loodus
siis	siis
edasi	edasi
kaks+kümmend	kaks+kümmend
aas	`aasa
vahest	vahest
kuidas	kuidas
kuidas	kuidas
kinnas	kinnas
olema	onn
kuidas	kuidas
olema	onn
laps	lapse
kinnas	kinnas
siis	siis
võima	vöib
vähem	vähem
aas	`aasasi
nagu	nagu
noh	noh
laps	lapsel
ikka	`ikka
olema	onn
ja	ja
kuduma	kueud
parem+pidi	param+pidi
ja	ja
pahem+pidi	paham+pidi
üks	üks
pahem+pidi	paha+pidi
kaks	kaks
parem+pidi	para+pidi
noh	noh
ja	jaq
ja	jaq
kuduma	kueud
see	selle
maa	maa
ära	ära
see	see
olema	onn
loodus	`loodus
siis	siss
näh	nähh
siis	sis
hakkama	akkad
parem+pidi	param+bidi
kuduma	kuduma
ja	ja
kuduma	kueud
see	senne
ära	ära
see	senne
parem+pidi	param+pidi
maa	maa
siis	siis
saama	saab
siin	sii
kasvatama	kasvatta
siin	sii
pöial	`pöidla
peal	peal
see	see
kasvatama	kasvadab
ja	ja
kes	kess
nõnda	ninda
ei	ei
tahtma	taha
see	see
aitama	aittab
muidu	muidu
ka	kaa
kinnas	kinnas
venima	venib
noh	`noh
ja	ja
siis	siss
olema	oli
see	see
ära	ära
kuduma	kueut
siis	siis
laskma	laseb
siit	siit
aas	aasad
maha	maha
ja	ja
kuduma	kueub
nii	nii
pikk	pikkaks
kui	kui
kui	kui
nii	nii
palju	palju
maa	maad
jääma	jääb
löödale	`löödal
veel	veel
see	seda
siis	sis
teine	teise
külg	küljest
üks	ühe
üks	ühe
külg	küljest
panema	paned
kokku	kogu
ja	ja
siis	siis
panema	paned
teine	teise
külg	küljest
jälle	`jälle
ka	kaa
kokku	kogu
ja	ja
siis	siis
olema+ki	`ongid
kinnas	kinnas
valmis	`valmis
nüüd	nüid
nii	nii
kaua	kauwa
ka	kaa
iga	ega
kord	korra
kui	kui
panema	paned
kokku	`kokku
siit	siit
külg	küljest
ja	ja
siit	siit
külg	küljest
ja	ja
siis	siis
olema	onn
tema	ta
ots	ots
terav	terav
ja	ja
kui	kui
ots	ots
terav	terav
olema	onn
siis	siis
jälle	`jälle
kaks	kaks
aas	`aasa
jääma	jääb
siia	sii
ots	`otsa
ja	ja
see	senne
vedama	vead
sisse	`sisse
pool	pool
külg	külge
ja	ja
siis	siis
olema	on
kinnas	kinnas
valmis	`valmis
ja	ja
muu	muud
ei	ei
olema+ki	olegid
teadma	`tääda
see	see
nii	nii
lihtne	`lihtne
ei	ei
siin	siin
olema	pole
mitte	`mitte
miski	midad
ei	äi
siin	sii
olema	pole
kasvatama	kasvatta
ei	äi
siin	sii
olema	pole
maha	maha
jätma	`jätta
aga	a
sõrm+kinnas	sörm+`kindal
pidama	peab
kuskil	kuskil
siin	sii
vahe	vahe
kasvatama	kasvatta
see	seda
vahe	vahe
koht	`kohta
pidama	peab
kasvatama	kasvattama
ja	ja
see	selle
pidama	peab
nüüd	nüid
kõige	keige
esiti	esitti
maha	maha
laskma	`lasma
see	selle
jah	jah
jah	jah
need	nee
laba+kinnas	laba+`kindad
olema	onn
iga	egas
koht	kohas
käes	käes
need	nee
aitama	`aittavad
iga	egass
koht	`kohta
minema	lähed
sina	sa
oks	`oksi
tooma	`tooma
minema	lähed
sina	sa
loom	looma
laut	`lautta
minema	lähed
sina	sa
kus	kuss
tahtma	tahad
sõrm+kinnas	sörm+kinnas
olema	onn
sedasi	sedasij
et	et
kes	kess
nüüd	nüid
masin	massinad
juhtima	juhib
traktor	`traktori
peal	pääl
olema	onn
see	see
see	sennel
pidama	peab
sõrm+kinnas	sörm+kinnas
olema	olema
et	et
see	see
laba+kinnas	laba+`kinda
sees	sees
näh	nähh
seal	sääl
need	neid
koht	`kohti
kus	kus
sina	sa
keerama	keerad
ja	ja
ei	äi
saama	saa
laba+kinnas	laba+`kindaga
näh	nähh
sukk	sukka
sukk	`sukka
kudumine	kudumine
see	see
see	see
olema	onn
teine	teine
selline	`seune
asi	asi
ka	kaa
sukk	sukka
sukk	sukkad
hakkama	akkad
kuduma	kuduma
ennäe	`ennä
siin	sii
nemad	nad
olema	on
need	nee
olema	on
need	nee
olema	onn
sedaviisi	sedaviisi
et	et
aga	aga
alt	alt
poolt	polt
tulema	tuleb
kokku	kogu
panema	`panna
see	see
kokku	kogu
panemine	panemine
kui	kui
sina	sa
ise	ise
tahtma	tahad
panema	paned
kumb+ki	kummagi
külg	küljest
läbi	läbi
kumb	kummale
poole	`poole
ja	ja
siis	siis
see	see
olema	on
valmis	`valmis
nüüd	nüid
tegema	teen
kaks	kaks
kord	`korda
tegema	tegin
see	seda
triip	`triippu
siis	siis
vahel	vahel
roheline	rohelist
siis	siis
tegema	tegin
kaks	kaks
triip	`triippu
sinine	sinist
siin	siij
olema	onn
kolm	kolm
triip	`triippu
või	vöi
kolm	kolm
kord	`korda
siin	siij
olema	onn
jälle	jälle
kaks	`kaks
ja	ja
üks	üks
ja	ja
siin	sii
enne	enne
siin	siij
olema	on
nüüd	nüid
natuke	nattune
see	seda
sinine	sinist
õige	`öiged
parem+pidi	parem+pidi
kuduma	kueut
ja	ja
siin	`siij
olema	onn
siis	sis
jälle	`jälle
triip	triibud
ja	ja
siin	siij
olema	onn
siis	siis
sedasi	sedasij
et	et
kand	kand
olema	onn
sedasi	sedass
kuduma	kueut
teine	teine
teine	teine
teine	teine
triip	triip
lõng	`löng
olema	onn
teine	teist
siin	siin
olema	on
isegi	isegid
sees	sees
siin	siij
olema	on
viga	vead
sees	sees
teine	teine
lõng	löng
teine	teine
aas	aas
teine	teist
lõng	`lönga
enne	enne
enne	enne
kand	kand
olema	onn
tegema	`tehtut
enne	`enne
nägema	`näet
sina	sa
mis	miss
paks	paks
olema	onn
see	see
siit	siit
siit	siit
hakkama	akkab
kokku	kogu
panema	panema
vaatama	vaada
siit	siit
jätma	jättad
nüüd	nüid
jälle	jälle
nii	nii
palju	pal
kuus	kuus
aas	`aasa
kuus	kuus
aas	`aasa
jätma	jättad
siia	`siija
kumb+ki	kummagi
varras	`varda
peal	pääl
kolm	kolm
aas	`aasa
ja	ja
siis	sis
hakkama	akkad
siit	siit
äär	`äärest
hakkama	akkad
kokku	`kokku
panema	panema
nägema	nääd
siit	siit
teine	teise
aas	aasa
jätma	jättad
siit	siit
ja	ja
ja	ja
ja	ja
siis	si
ja	ja
ja	ja
siis	sis
sina	sa
kuduma	kueud
selline	`seuse
lapp	lappi
siia	sii
sisse	`sisse
nägema	nää
siit	siit
koht	kohast
olema	onn
nüüd	nüid
kuus	kuus
aas	`aasa
ja	ja
siin	sii
külg	küljes
panema	paned
nüüd	nüid
kaks	kaks
aas	`aasa
kokku	`kokku
varras	`varda
peal	pääl
ja	ja
jälle	`jälle
jälle	`jälle
tulema	tuled
siia	sii
külg	`külge
siit	siit
panema	paned
jälle	jäll
teine	teist
a	a
kaks	kaks
aas	`aasa
kokku	`kokku
siis	sis
minema	lähed
pahem+pidi	paham+pidi
maa	`maaga
jälle	`jälle
siia	sii
külg	`külge
jälle	jälle
panema	paned
kokku	`kokku
ja	ja
olema+ki	`ongid
valmis	`valmis
jah	jahh
see	see
kand	kanna
lapp	lapp
tulema	tuleb
enne	ennem
kuduma	kueuda
nüüd	nüid
üks	üks
kui	kui
nüüd	nüd
kui	kui
väga	väga
lühike	lühigene
olema	onn
siis	sis
siis	sis
saabas	saabas
nühkima	nühib
nii	nii
kangesti	`kangesti
et	et
kand	kand
nii	nii
lühike	lühigene
olema	onn
väga	väga
lühike	lühigest
maa	maad
mina	mina
olema	pole
elu	elu
aeg	`aegas
tegema	teind
enne	`enne
kand	kand
olema	onn
kand	kanna
lapp	lapp
olema	on
nüüd	nüid
nii	nii
nii	nii
pikk	pikk
ennäe	`ennäe
nii	nii
pikk	pikk
ja	ja
siis	siss
tulema	tuleb
siin	sii
aas	aasad
siit	siit
e	e
üles	üless
võtma	`vötta
ja	ja
näh	nähh
jah	jahh
siit	siit
siit	siit
kõrvalt	körvalt
tulema	tuleb
need	nee
aas	aasad
aga	aga
siit	siit
külg	küljest
tulema	tuleb
nüüd	nüid
kokku	kogu
panema	panna
kokku+panemine	kogu+panemine
olema	onn
ka	ka
siin	sii
külg	küljes
sina	saa
teadma	tääd
nüüd	nüid
küll	küll
kui	kui
kui	kui
mitu	mittu
aas	`aasa
nüüd	nüid
siin	sii
ää	ää
sina	sull
sukk	sukka
sisse	sisse
jälle	jä
tarvis	`tarvis
olema	onn
või	vöi
see	see
või	vöi
pöid	pöija
jaoks	jaoks
see	senne
pärast	pärast
et	et
siis	siis
tema	ta
minema	läheb
kõver	köveraks
tema	ta
muidu	muidu
ei	ei
minema	lähe
kõver	köveraks
sukk	sukk
ei	ei
minema	lähe
muidu	muidu
kõver	köveraks
tähendama	täändab
enne	`enne
see	see
see	see
see	see
see	see
kokku+panemine	kogu+panemine
see	see
tegema	teeb
kõver	köveraks
sukk	sukka
muidu	muidu
sukk	sukk
jääma	jääb
sedasi	sedasi
et	et
kand	kand
jälle	`jälle
kand	kand
jääma	jääb
õige	`öigeks
jah	jahh
nüüd	nüid
kuduma	kueun
pöid	`pöida
edasi	edasi
jah	jah
jah	jahh
panema	panen
ots	otsa
kinni	`kinni
ja	ja
enne	`enne
jälle	`jälle
jälle	`jälle
valmis	`valmis
jälle	jälle
seal	sääl
ei	äi
siin	sii
panema	pane
muu	muud
miski	midad
iga	ega
varras	`varda
pealt	pääld
mina	mina
olema	pole
muu	muud
asi	`asja
tegema+ki	`teintki
iga	ega
varras	`varda
pealt	pääld
panema	panen
kokku	kogu
ja	ja
siis	siss
ä	ä
kuduma	kueun
vahel	vahel
kaks	kaks
kaks	kaks
kord	`korda
ja	ja
vahest	vahest
kuduma	kueun
kolm	kolm
kord	`korda
ja	ja
siis	sis
panema	panen
jälle	`jälle
kokku	kogu
ja	ja
iga	ega
kord	kord
iga	ega
kord	korra
pealt	pääld
siit	`siit
tema	ta
ei	ei
panema	pane
siis	siis
tema	ta
minema	läeb
nii	nii
äkisti	äkkisti
see	senne
pärast	pärast
et	et
varvas	`varba
ots	ots
olema	onn
terav	terav
näh	nähh
ennäe	`ennäe
nägema	näet
sina	sa
küsima	küsid
kinnas	kinnast
nägema	näät
Jüri	Jüri
kinnas	kinnas
minev	minev
aasta	`aasta
kuduma	kudusin
aga	aga
see	see
olema	onn
nii	nii
tihe	tihe
tihe	tihe
et	et
ja	ja
punane	punane
ja	ja
all	all
näh	nähh
näh	nähh
ennäe	`ennäh
tema	taa
olema	onn
ühte+moodi	`ühte+`moodi
kuduma	kueut
ja	ja
rott	rottid
juba	juba
kallal	kallal
käima	käind
näh	nähh
näh	nähh
tema	taa
olema	on
paks	paksem
see	see
olema	on
see	see
olema	on
rist	ristid
ja	ja
see	`see
olema	on
nüüd	nüid
vahe	vahe
jupp	jupp
teine	teise
kord	korra
sees	sees
olema	onn
see	se
rist	rist
ja	ja
teine	teise
lapp	lapp
teine	teise
lapp	lappi
sees	sees
olema	onn
u	u
mina	maa
näh	nähh
ja	ja
see	see
olema	pole
see	see
olema	pole
mitte	`mitte
miski	midad
kuduma	kududa
ei	äi
olema	jole
ennäe	`ennäe
ühe+sugune	ühe+sugust
nägema	näet
need	nee
olema	onn
nüüd	nüid
üks	`ühte
karv	`karva
see	see
olema	onn
nüüd	nüid
töö	töö
laba+kinnas	laba+kinnas
nä	nä
ei	äi
ei	äij
ei	äi
see	see
juba	juba
katki	`katki
minema	läind
ei	ei
need	nee
olema	pole
uus	uuwed
see	see
katki	`katki
minema	läind
juba	juba
näh	näh
jah	jah
enne	`enne
naine	naiste
sukk	sukk
näh	näh
naine	naiste
sukk	sukkad
katsuma	katsu
kui	kui
pehme	`pehme
olema	onn
näh	nähh
see	see
olema	on
see	see
olema	on
nüüd	nüid
parem+pidi	param+pidi
kuduma	kueut
muu	muud
mitte	`mitte
miski	midad
hakkama	`akkad
kuduma	kuduma
ja	ja
hakkama	`akkad
kuduma	kuduma
ja	ja
enne	`enne
loodus	`loodus
olema	on
siin	sii
ja	ja
mis	miss
ei	äi
see	see
sedasi	sedas
kuidas	kuidas
sina	sa
ise	ise
soe	`sooja
tahtma	tahad
saama	`saada
see	see
mina	münul
käima	käib
ikka	`ikka
üle	üle
põlv	pölve
tripp	`trippidega
käima	käivad
nüüd	nüid
kinni	`kinni
sukk	sukkad
siis	siis
käima	käis
siit	siit
ka	kaa
siit	siit
kesk+paik	`keskpe
koht	kohast
käima	käis
kinni	`kinni
ei	äi
see	se
sukk	sukka
pael	paelad
mõistma	muistan
ka	ka
tegema	`tehja
kui	kui
sina	sa
tahtma	tahad
teadma	`tääda
saama	`saada
need	nee
tegema	`tehtaks
jälle	`jälle
sõrm	`sörmde
peal	peal
kuduma	kueud
see	seda
sama+moodi	sammasi
edasi	edasi
ja	ja
tagasi	tagasi
edasi	edasi
tagasi	tagasi
jah	jahh
mitu	`mütme
lõng	lö^ngaga
sedasi	sedasi
et	et
üks	üks
kaheksa	kaheksa
ja	ja
kümme	`kümme
lõng	`lönga
kumb+ki	kummak
külg	küljes
ja	ja
siis	sis
siis	siis
jääma	jääb
suur	sur
kala	kala
roog	roo
vööt	`vöödid
sisse	`sisse
mina	maa
pidama	pea
üsna	üsna
tegema	tegema
hakkama	`akkama
näh	nähh
näh	nähh
ennäe	`ennäe
sõrm+kinnas	sörm+`kindad
näh	nähh
olema	pole
nüüd	nüid
enam	enam
saama	saand
nüüd	nüid
nüüd	nüid
mina	`maa
olema	ole
laps	`laste
kätte	käde
andma	annud
ja	ja
nüüd	nüid
olema	onn
enam	änam
olema	pole
lammas	lammast
ka	kaa
mitte	`mitte
olema	olnd
see	se
see	see
olema	on
seppel	`sepli
vakk	vakk
see	see
olema	on
vakk	vakk
see	see
olema	oli
seppel	seppel
olema	oli
siin	sii
sees	sees
ema	ema
seppel	seppel
olema	oli
siin	sii
sees	sees
aga	aga
nüüd	nüid
seppel	seppeld
ei	eij
olema	ole
nüüd	nüid
mina	ma
panema	panin
jälle	jälle
jälle	jälle
nüüd	nüid
mina	ma
panema	panin
panema	panin
sukk	sukkad
kinnas	`kindad
sisse	`sisse
et	et
uss	ussid
saama	saa
sisse	`sisse
end	nd
uss	ussid
tulema	tulevad
ju	ju
villane	villaste
asi	`asjade
sisse	`sisse
kangesti	`kangesti
ei	äij
olema	ole
mina	mina
mitte	`mitte
miski	midad
panema	pannund
hoidma	oea
kinni	`kinni
siis	siss
ei	eij
olema	ole
viga	viga
mitte	`mitte
aga	aga
miski	midad
aga	aga
kui	kui
uss	uss
ää	ää
kui	kui
uss	ussi
liblikas	libligad
et	et
et	et
need	nee
kätte	`kätte
ei	ei
saama	saa
see	seda
moodi	moodi
see	seda
mina	ma
see	seda
mina	ma
o	o
olema	olen
aga	aga
olema	pole
mina	mina
ise	ise
mitte	`mitte
tegema	teind
need	neid
see	seda
see	see
olema	onn
juba	juba
nii	nii
vana	vana
vana+aegne	vana+`aegne
et	t
mina	mina
see	seda
see	sest
rääkima	`rääkkida
ei	i
teadma	tea
tihv	tihva
sees	sees
üks	üks
tihv	tihva
olema	oli
ja	ja
mis	miss
moodi	moodi
need	nee
tegema	`tehti
see	seda
mina	ma
aga	aga
see	seda
mina	ma
olema	olen
kuulma	`kuulnud
et	et
need	neid
olema	onn
tegema	`tehtut
aga	aga
sukk	sukka
pael	paala
mina	ma
oskama	`oska
küll	küll
tegema	`tehtud
olema	pole
mina	ma
sukk	sukka
pael	paala
see	senne
pärast	pärast
mitte	`mitte
ei	äi
ei	äi
minema	lähe
ei	äi
minema	lähe
kus	kuss
need	nee
järg	`järge
mööda	`mööda
see	seda
sama+moodi	sammas
kui	kui
kangas	`kanga
sisse	`sisse
panema	paned
aga	aga
nii	nii
palju	`palju
et	et
sina	sa
sõrm	`sörmde
peal	pääl
tegema	teed
see	seda
kõik	köik
sina	sull
ei	eij
olema	ole
muu	muud
asi	`asja
esmalt	esmalt
tegema	teed
esmalt	esmalt
tegema	teed
see	sene
auk	augu
kesk+paik	`keskpe
koht	kohast
hakkama	akkad
pihta	`pihta
kus	kussel
see	sene
sukk	sukka
pael	paela
läbi	läbi
panema	paned
siin	sii
see	see
käima	käis
siit	siit
see	seda
moodi	modi
olema	oli
auk	auk
taga	taga
ja	ja
siis	sis
siis	sis
panema	paned
see	sene
läbi	läbi
sealt	seald
ja	ja
siis	siis
keerama	keerad
jälle	jälle
ümber	`ümber
ringi	`ringi
ja	ja
siis	siss
panema	paned
siia	sii
vahele	vahele
ei	äi
seal	seal
muu	muud
kiri	`kirja
kaks	`kahte
nägu	nägu
lõng	`lönga
olema	oli
teine	teine
olema	oli
olema	onn
tema	ta
must	`must
ehk	ehk
punane	punane
ehk	ehk
sinine	sinine
ehk	ehk
ehk	ehk
valge	`valge
ehk	ehk
teine	teine
lõng	löng
teine	tei
teine	tei
teine	teist
karv	`karva
olema	oli
ja	ja
need	nee
olema	oli
siis	siis
sedasi	sedasi
et	et
teine	teine
kiri	kiri
jääma	jähi
ka	kaa
teine	teise
teine	teiseks
siis	siss
olema	oli
pluus	pluuse
kui	kui
käis	`käised
ära	ära
kaduma	kadust
need	nee
kaduma	kadust
mina	münul
olema	pole
mina	münul
üks	üks
paar	paar
käis	`käiseid
või	vöi
olema	oli
need	neid
kaks	kaks
paar	`paari
mis	miss
mina	münul
tegema	`tehti
peen	`peened
käis	`käised
aga	aga
siis	siss
siis	siss
tegema	`tehti
pluus	pluuse
siis	siss
hakkama	akkedi
pluus	pluuset
see	seda
sama+moodi	sammas
nagu	nagu
ikka	ikka
nüüd	nüid
pluus	pluused
olema	olid
tegema	`tehtakse
selline	seun
sama	samma
kui	kui
mina	mool
praegu	`präägu
seljas	`selgas
olema	onn
see	see
olema	oli
siis	siss
küüt	küidu
ööder	öödri
peal	`peal
ja	ja
siis	siss
sedasi	sedass
laps	lapsed
hakkama	`akkast
siis	siss
käima	`käima
laps	lapsel
olema	oli
ka	kaa
pisike	pisin
küüt	küit
ikka	`ikka
sedasi	sedasi
et	et
seitse	seits
seitse	`seitse
küüt	`küittu
olema	oli
üks	ühe
teine	teise
järgi	`järgi
üle	üle
ja	ja
ja	ja
kui	kui
kui	kui
laps	lapse
laps	lapsed
siis	siis
lõikama	leigedi
kumb+ki	kummagi
äär	äärest
maha	maha
lühike	lühemaks
nii	nii
pikk	pitk
kui	kui
siis	sis
laps	lapsel
tarvis	`tarvis
minema	läks
lõim	löime
lõim	löimet
minema	läks
küll	küll
raisku	`raisku
jah	jahh
kangas	`kangast
teljed	`telgede
peal	peal
kuduma	kueudi
laps	`lastel
küüt	küidud
laps	`lastel
ja	ja
vana	vanadel
olema	olid
üks	`ühte
ots	`otsa
pidi	pidi
panema	`pantti
lõim	löime
ja	ja
siis	siis
siis	siis
laps	`lastel
tõmbama	tömmedi
ots	`otsast
jälle	`jälle
kui	kui
pisike	pisem
laps	laps
e	e
ää	ää
laps	laps
tulema	tuli
see	sennel
tõmbama	tömmedi
jälle	`jälle
tükk	tükk
ots	`otsast
ära	ära
kui	kui
see	sennal
hakkama	`akkad
tegema	tegema
kumb+ki	kummagi
äär	`äärest
muidu	muidu
kui	kui
sina	sa
üks	ühest
äär	`äärest
võtma	vöttad
siis	siis
siis	siis
siis	siis
üks	ühe
siis	siis
saama	saa
kuduma	kududa
enam	änam
end	end
neli	neli
küünar	küinard
olema	oli
lai	lai
pikk	pikk
lai	lai
peale	`pääle
neli	neli
küünar	küinard
ei	eij
olema	ole
olema	olnd
küüt	küidu
küüt	küidu
laius	laijus
olema	onn
teadma	`tääda
neli	neli
küünar	küinard
see	see
kaks+kümmend+üks	kaks+kümmend+üks
senti+meeter	sendi+`meetterd
olema	oli
küünar	küinar
mis	miss
asi	asi
näh	nähh
see	seda
mina	ma
rääkima	`rääkkisi
see	sene
mees	mehel
olema	oli
siis	siis
jäku	jäkku
mis	miss
mis	mis
mina	ma
rääkima	`rääkkisi
see	see
vana	vana
mees	mees
see	see
see	sellel
olema	oli
jäku	jäkku
nimi	nimi
mis	misss
selline	seust
suur	suur
puus	puusaga
külg	`külgede
peal	pääl
olema	olid
ei	äi
na	na
ei	äi
mina	mina
olema	pole
naine	naistel
mitte	`mitte
nägema	näind
aga	aga
see	sene
mees	mehel
küll	küll
olema	oli
aga	aga
see	se
mees	mees
olema	oli
mina	münu
ema	emast
noh	nohh
see	se
olema	oli
ütlema	ütteldes
mina	münu
mina	münu
ema	ema
ema	ema
vana+isa	vana+isa
võima	vöis
olema	`olla
see	sene
vanus	vanuse
sees	sees
olema	olnd
ei	äi
ei	äi
mina	ma
see	sed
teadma	tää
mitte	`mitte
pluus	pluuse
peal	pääl
olema	oli
olema	olid
jakk	jakkid
sedasi	sedasij
et	et
see	sest
saadik	saadik
olema	olid
üü	üü
hüüdma	`üitti
vatt	vattiga
jakk	jakk
see	sest
saadik	saadik
olema	olid
na	naa
perse	persest
saadik	saadik
olema	olid
ja	ja
see	see
olema	oli
siis	siis
vatt	vatt
olema	oli
vahel	vahel
ja	ja
see	see
aga	aga
olema	pole
kuduma	kueut
jakk	jakkisid
mitte	`mitte
olema	olnd
ai	aij
ei	ei
miks	miks
olema	pole
käsi	`kättega
naine	naised
kuduma	kudust
jah	jahh
jakk	jakkid
ka	kaa
selline	seust
aga	aga
need	nee
olema	olid
ikka	ikka
pott	potti
sinine	sinist
ja	ja
selline	seust
nah	nahh
oma	oma
värvima	värvit
heh	heh
heheh	hehheh
see	see
see	seda
mina	ma
teadma	teen
küll	küll
see	see
üks	üks
hirmus	ermus
värv	värv
ja	ja
see	see
rikkuma	`rikkus
käsi	kääd
ära	ää
ja	ja
see	see
olema	oli
hirmus	`ermus
hais	ais
olema	oli
ka	kaa
mis	miss
kõikjal	keikkel
ümber	`ümber
maja	maeade
olema	oli
ainult	ainult
rehi	rehede
aegu	`aegu
tegema	`tehti
see	seda
see	seda
olema	pole
mujal	maeal
kuskil	`kuskil
pool	pool
sündima	`sündind
tegema	`tehja
kui	kui
rehi	rehed
rehi	rehi
üleval	ülal
olema	oli
see	see
pidama	pidi
kangesti	`kangesti
soe	sooja
sees	sees
olema	olema
kusi	kuse
värv	värv
kole	kole
asi	asi
mina	mina
teadma	tään
see	seda
küll	küll
mis	miss
moodi	`moodi
see	see
värvima	värvittaks
laps	lapsed
laskma	`lasti
laps	`laste
kusi	kusega
värvima	värvidi
laps	lapsed
